DEPTH,GR,RHOB,Vp,Vsh,Caliper,Porosity,Resistivity,Stress,PP
39.5356,86.9307,1.6166,1.4861,0.551919553,10.9176,64.2446,0.9832,626349.8594,1660
39.688,86.8532,1.6146,1.4874,0.550560655,10.9466,67.4252,1.0203,627986.399,1659
39.8404,86.7768,1.6049,1.4899,0.549221045,11.0671,66.5111,0.9858,626610.608,1660
39.9928,87.4167,1.6026,1.4903,0.56044116,11.2175,60.2301,0.9623,628106.1205,1661
40.1452,86.4758,1.5918,1.4891,0.543943259,11.3013,62.3729,0.9609,626250.6677,1660
40.2976,85.2569,1.5781,1.489,0.52257086,11.4262,63.5413,0.9818,623217.6971,1662
40.45,84.7683,1.5602,1.4908,0.514003665,11.4391,59.0995,0.9903,618478.882,1662
40.6024,84.0138,1.5431,1.4914,0.500774134,11.3593,62.3819,0.9874,614004.9217,1664
40.7548,86.1652,1.5483,1.4903,0.538497146,11.2894,62.9088,0.9863,618386.437,1662
40.9072,84.8191,1.5779,1.4892,0.5148944,11.2486,64.3915,1.0338,632565.2146,1663.004
41.0596,89.1926,1.6065,1.4897,0.591580092,11.2287,59.1104,1.0719,646430.0245,1663
41.212,87.8606,1.6158,1.4909,0.568224578,11.2299,62.4779,1.0529,652585.4261,1664
41.3644,87.6626,1.6085,1.4905,0.564752812,11.2256,61.3927,1.0569,652039.4465,1662
41.5168,84.7471,1.597,1.489,0.51363194,11.2633,65.2562,1.0692,649762.8301,1664
41.6692,85.1376,1.5721,1.4877,0.520479034,11.319,65.2358,1.081,641979.8633,1664
41.8216,86.345,1.5297,1.4884,0.54164979,11.2622,66.2595,1.0728,626950.1149,1664
41.974,86.6526,1.5253,1.4894,0.547043301,11.1951,66.0216,1.0621,627424.8336,1665
42.1264,84.3953,1.5492,1.4876,0.507463419,11.0729,68.7398,1.0963,639569.745,1667
42.2788,83.4725,1.5982,1.4856,0.491282888,11.039,65.553,1.1522,662185.786,1664
42.4312,82.6152,1.6224,1.4842,0.476250844,10.9372,64.1407,1.1956,674635.713,1665.996
42.5836,82.2355,1.615,1.4826,0.46959312,10.8796,64.7334,1.2059,673970.6372,1663
42.736,83.7523,1.6161,1.4826,0.496188948,10.8402,62.3884,1.0668,676843.3661,1665
42.8884,85.3841,1.6076,1.4833,0.524801206,10.8764,66.5584,0.9169,675684.44,1667
43.0408,89.5911,1.6126,1.4828,0.598567458,10.85,66.6161,0.9278,680194.422,1666
43.1932,88.2917,1.6016,1.4825,0.575783558,10.8532,67.2955,0.9526,677946.6454,1666
43.3456,89.4591,1.5911,1.4848,0.596252948,10.8822,68.9089,0.9564,675878.4048,1666
43.498,89.5469,1.5602,1.4875,0.597792448,10.981,67.9452,0.9388,665082.6801,1666
43.6504,91.1896,1.5557,1.487,0.626595829,11.0337,67.5911,0.9141,665487.8873,1668
43.8028,90.6471,1.551,1.4832,0.617083542,11.0075,68.8374,0.9085,665793.7994,1669
43.9552,87.9516,1.5706,1.4803,0.569820187,10.9207,69.241,0.9104,676553.1638,1669
44.1076,86.4429,1.6038,1.4805,0.543366385,10.83,67.5984,0.954,693249.735,1669
44.26,84.3583,1.6075,1.4804,0.506814655,10.8084,66.6192,0.9673,697249.91,1666
44.4124,83.0545,1.6118,1.4779,0.483953605,10.6785,68.0264,0.9398,701522.2819,1667
44.5648,82.232,1.5958,1.4763,0.46953175,10.6072,63.9638,0.9181,696941.7768,1669
44.7172,82.8095,1.6078,1.4781,0.479657733,10.3894,68.8797,0.9252,704583.8788,1668
44.8696,84.2256,1.6162,1.4819,0.504487871,10.3914,66.7504,0.931,710678.8257,1669
45.022,83.6715,1.6216,1.4862,0.494772187,10.3156,65.0711,0.924,715475.217,1670
45.1744,81.1484,1.6325,1.489,0.450531724,10.286,68.1712,0.9265,722722.6384,1669
45.3268,82.1507,1.6336,1.4888,0.468106222,10.2736,69.474,0.9412,725649.4327,1671
45.4792,84.5424,1.6415,1.4871,0.510042696,10.3405,64.9263,0.9455,731610.2466,1671
45.6316,85.5291,1.6326,1.4869,0.527343661,10.3876,74.1179,0.955,730081.8716,1670
45.784,84.6741,1.6271,1.4852,0.512351946,10.4349,73.0796,0.9603,730052.4347,1670
45.9364,82.0644,1.6228,1.4803,0.466593023,10.4124,65.9393,0.9561,730546.7812,1669
46.0888,82.9843,1.6255,1.4806,0.482722706,10.3578,66.9911,0.975,734189.9751,1671
46.2412,85.267,1.6332,1.4909,0.522747955,10.2894,70.0245,0.984,740107.0528,1674
46.3936,88.1994,1.6234,1.497,0.574165154,10.3059,71.3165,0.9797,738090.6284,1672
46.546,88.5617,1.6204,1.4903,0.580517784,10.3506,70.4055,0.9817,739146.7563,1672
46.6984,88.9462,1.621,1.4832,0.587259672,10.3776,70.6118,0.9872,741841.4427,1672
46.8508,86.4116,1.6332,1.4795,0.542817566,10.376,71.0095,0.9647,749863.9203,1673
47.0032,86.6356,1.6362,1.4761,0.54674522,10.3797,68.3247,0.9674,753685.0312,1672
47.1556,84.3093,1.6285,1.4742,0.505955481,10.4035,72.728,1.0098,752570.3671,1672
47.308,86.1973,1.6206,1.4737,0.539059993,10.434,70.3693,1.018,751339.979,1672
47.4604,88.896,1.6135,1.4733,0.586379457,10.4566,70.1657,1.0059,750458.0829,1672
47.6128,89.9586,1.6115,1.4744,0.605011266,10.4708,69.1415,1.0125,751934.6666,1672
47.7652,90.6852,1.6043,1.4782,0.617751593,10.468,66.7447,1.038,750971.1615,1672
47.9176,90.0512,1.6131,1.4827,0.60663493,10.4441,67.5471,1.0368,757499.6295,1675
48.07,90.8169,1.6221,1.4855,0.620060844,10.4108,67.7708,1.0198,764148.6006,1672.0079
48.2224,88.7733,1.6277,1.4855,0.584228014,10.4475,68.104,1.0323,769217.6847,1676
48.3748,87.2687,1.6223,1.4832,0.557846103,10.4793,64.9249,1.0307,769088.6928,1675
48.5272,86.1367,1.6161,1.4821,0.537997422,10.5289,68.5602,1.0126,768563.1176,1673
48.6796,88.0725,1.6105,1.4851,0.571940068,10.5226,71.4891,1.0196,768305.2588,1674
48.832,87.4185,1.6099,1.489,0.560472721,10.4809,68.9312,1.0302,770423.4406,1674
48.9844,87.2823,1.6202,1.4882,0.558084567,10.415,69.7255,1.0242,777772.3438,1674
49.1368,85.622,1.6386,1.485,0.528972585,10.3609,64.9866,1.0297,789052.4927,1677
49.2892,86.3395,1.655,1.4866,0.541553352,10.3248,67.1441,1.0216,799421.5348,1678
49.4416,79.3188,1.6526,1.4933,0.418451207,10.3027,65.9756,1.0103,800730.444,1675
49.594,78.9828,1.6506,1.4973,0.412559726,10.2825,65.9357,1.0181,802226.5927,1677
49.7464,78.4814,1.6478,1.4971,0.403768093,10.2684,63.7795,1.0198,803326.7556,1677
49.8988,88.4703,1.6553,1.4966,0.578915161,10.2696,70.9799,1.0453,809455.3397,1679
50.0512,90.3322,1.6588,1.4946,0.611562032,10.3415,70.1513,1.051,813644.3195,1678
50.2036,91.3179,1.6528,1.4914,0.628845463,10.4504,68.0564,1.0301,813169.7988,1678
50.356,87.4349,1.6465,1.4897,0.560760282,10.468,65.7026,1.0398,812529.3092,1678
50.5084,85.9563,1.6461,1.4887,0.534834258,10.4751,64.5893,1.0416,814790.397,1680
50.6608,84.0232,1.6539,1.4873,0.500938955,10.4851,63.2815,1.0231,821121.3918,1679
50.8132,84.7304,1.6652,1.4867,0.51333912,10.5697,64.2647,1.0008,829218.5783,1676
50.9656,84.3865,1.6653,1.4873,0.507309119,10.5881,61.2225,1.0055,831755.5341,1678
51.118,85.5142,1.6701,1.4889,0.527082402,10.6289,65.2792,1.0322,836647.2836,1679
51.2704,86.9523,1.6578,1.4915,0.552298291,10.4681,68.537,1.0337,832961.4774,1679
51.4228,87.2114,1.6582,1.4929,0.556841395,10.428,65.3508,1.0251,835639.0122,1679
51.5752,86.7331,1.6631,1.4924,0.548454801,10.3224,65.7174,1.0328,840592.2082,1679
51.7276,84.2294,1.6783,1.4927,0.504554501,10.3997,64.5806,1.0433,850781.4246,1681
51.88,84.1405,1.692,1.4951,0.502995713,10.3705,63.5309,1.0365,860253.408,1683
52.0324,85.753,1.6972,1.497,0.531269562,10.4098,61.1625,1.0152,865432.0149,1678
52.1848,87.0184,1.7063,1.4965,0.5534573,10.4175,61.6698,1.0439,872620.6576,1681
52.3372,88.8535,1.7118,1.495,0.585634255,10.4608,62.644,1.0562,877990.0258,1681
52.4896,87.9692,1.7124,1.4929,0.570128788,10.4583,62.0842,1.0645,880855.2722,1681
52.642,87.9377,1.7112,1.4894,0.569576462,10.5228,63.209,1.0735,882793.7059,1682.988
52.7944,87.2232,1.7077,1.4878,0.557048298,10.463,62.4362,1.0775,883538.5694,1683
52.9468,88.8566,1.7139,1.4952,0.585688611,10.5235,60.8168,1.0589,889306.1011,1682
53.0992,88.9123,1.7119,1.5089,0.586665264,10.5138,65.6203,1.0505,890825.1007,1681
53.2516,88.4388,1.702,1.5164,0.578362835,10.6088,67.1121,1.0577,888215.3874,1683.0079
53.404,83.9369,1.6908,1.5156,0.499425756,10.5878,60.4148,1.0651,884895.7354,1682
53.5564,83.9793,1.6872,1.5115,0.500169205,10.5428,65.761,1.0518,885531.5092,1684
53.7088,81.9509,1.6942,1.5054,0.464602895,10.5197,63.3305,1.0569,891735.7998,1685
53.8612,85.4416,1.7069,1.4994,0.525809421,10.4948,65.7336,1.0814,900969.6863,1684
54.0136,82.5764,1.7011,1.496,0.475570518,10.4823,64.5938,1.0877,900448.8426,1683
54.166,85.1013,1.7153,1.4965,0.519842543,10.5389,59.6301,1.0744,910527.21,1684
54.3184,83.1395,1.7063,1.4981,0.485444009,10.5291,63.2482,1.0444,908298.162,1686
54.4708,87.1672,1.7279,1.498,0.556066384,10.5161,62.5647,1.056,922376.9341,1685
54.6232,88.4025,1.7227,1.4989,0.577726344,10.3634,65.1986,1.0676,922173.9891,1687
54.7756,89.0624,1.7388,1.5022,0.589297143,10.3699,60.1059,1.053,933389.3701,1685
54.928,87.562,1.7384,1.5054,0.562988875,10.4226,63.9415,1.0532,935770.985,1687
55.0804,84.4725,1.7324,1.5076,0.508817057,10.464,63.0853,1.0602,935128.5926,1685
55.2328,85.7198,1.7219,1.5081,0.530687427,10.4476,66.24,1.0521,932032.5115,1685
55.3852,85.6611,1.7146,1.5071,0.529658171,10.3131,62.9375,1.0809,930641.9464,1684
55.5376,86.6556,1.7167,1.5067,0.547095903,10.2731,63.2049,1.123,934345.6996,1684
55.69,86.7616,1.7175,1.5075,0.548954525,10.2861,66.3064,1.1172,937346.235,1684
55.8424,87.1037,1.7112,1.5088,0.554952965,10.2563,63.5088,1.0756,936463.6458,1687
55.9948,89.0322,1.6999,1.5104,0.588767611,10.1889,68.9218,1.0586,932818.4931,1688
56.1472,88.8768,1.6938,1.5116,0.586042801,10.1216,67.1766,1.0591,932000.8481,1687
56.2996,87.1511,1.7062,1.511,0.555784084,10.1703,68.3638,1.0489,941372.0997,1688
56.452,87.7828,1.7131,1.5099,0.566860419,10.2335,67.4621,1.0452,947737.6278,1688
56.6044,87.2217,1.7107,1.5104,0.557021997,10.3259,66.4955,1.0552,948964.8414,1690
56.7568,88.48,1.6934,1.5117,0.579085242,10.3627,65.6886,1.0873,941897.2582,1689
56.9092,86.4417,1.694,1.511,0.543345344,10.5612,63.2103,1.1019,944761.011,1690
57.0616,86.2257,1.687,1.5072,0.539557964,10.5502,64.1591,1.1073,943376.6082,1690
57.214,86.5799,1.6886,1.5034,0.545768566,10.4636,64.4662,1.0898,946793.2919,1690
57.3664,85.1721,1.6838,1.5022,0.521083962,10.3853,64.2362,1.0652,946616.7343,1692
57.5188,88.2057,1.6848,1.5034,0.57427562,10.4627,60.1577,1.0629,949695.2076,1687
57.6712,88.8021,1.6789,1.5058,0.584732998,10.5619,63.5758,1.0601,948876.9413,1689
57.8236,91.9646,1.6677,1.5071,0.64018481,10.5667,66.2721,1.0868,945037.6937,1690
57.976,87.9108,1.6572,1.5065,0.569104793,10.49,62.3235,1.1287,941562.7066,1692
58.1284,87.797,1.6475,1.5048,0.567109404,10.3659,65.4339,1.1243,938512.0822,1692
58.2808,85.5064,1.6408,1.5033,0.526945635,10.2479,67.7968,1.1369,937145.9391,1691
58.4332,89.538,1.6394,1.5022,0.597636394,10.3019,67.4384,1.1244,938794.8032,1689
58.5856,93.6572,1.628,1.5002,0.669863146,10.317,64.1387,1.1104,934698.0966,1692
58.738,93.217,1.6022,1.4971,0.662144604,10.2079,68.0137,1.1133,922278.2313,1693
58.8904,90.3479,1.6023,1.4917,0.611837318,9.9883,66.5483,1.1003,924728.8616,1692
59.0428,85.9502,1.6175,1.4913,0.5347273,9.8442,65.8201,1.1005,935916.9442,1693
59.1952,79.8867,1.6391,1.5022,0.428408862,9.7491,63.1771,1.0927,950863.1527,1693
59.3476,80.3559,1.6468,1.5125,0.436635894,9.7426,68.1137,1.1353,957789.5513,1695
59.5,81.8757,1.6459,1.5152,0.463284325,9.6708,67.6966,1.1604,959724.29,1692
59.6524,89.782,1.656,1.5135,0.601914731,9.7244,65.5144,1.1638,968086.8691,1691
59.8048,90.5949,1.6488,1.5101,0.616168258,9.6561,65.9095,1.1578,966340.3116,1694
59.9572,89.5027,1.6623,1.5068,0.597017438,9.7053,62.6002,1.1537,976735.1649,1691
60.1096,88.8599,1.6666,1.5035,0.585746473,9.732,67.7597,1.1997,981750.8617,1694
60.262,87.8078,1.6696,1.5015,0.567298773,9.8182,65.7783,1.2196,986011.665,1692
60.4144,87.3176,1.6758,1.5005,0.558703523,9.9772,62.8311,1.2274,992176.0249,1694.004
60.5668,87.5315,1.6947,1.4994,0.562454082,10.0698,64.3271,1.2321,1005897.048,1694
60.7192,88.8107,1.7032,1.5002,0.584883792,10.0718,62.6402,1.2106,1013486.026,1693
60.8716,91.1938,1.6946,1.5039,0.626669472,9.8379,64.5492,1.2378,1010899.531,1695
61.024,93.1768,1.6996,1.5076,0.661439731,9.7663,62.2585,1.2416,1016420.626,1695
61.1764,89.4908,1.7124,1.5099,0.596808781,9.8437,63.5625,1.1884,1026632.98,1694
61.3288,89.0897,1.7271,1.51,0.589775826,10.0404,61.9701,1.1761,1038025.511,1695
61.4812,88.7188,1.7164,1.508,0.583272402,10.097,65.6649,1.213,1034158.05,1695
61.6336,93.2333,1.699,1.5058,0.662430411,9.9732,66.3562,1.1119,1026211.767,1692
61.786,91.9696,1.687,1.5045,0.640272481,9.8309,65.5833,1.1267,1021483.224,1695
61.9384,89.8216,1.7089,1.5045,0.602609084,9.7567,66.421,1.0519,1037296.011,1694
62.0908,88.5768,1.7276,1.5048,0.58078255,9.723,64.8252,1.1172,1051227.048,1695
62.2432,89.1608,1.7409,1.5047,0.591022505,9.6461,64.3507,1.0578,1061920.031,1699
62.3956,88.9017,1.7339,1.5053,0.586479402,9.5906,61.6396,1.0973,1060239.762,1697
62.548,89.2165,1.7595,1.506,0.591999158,9.7466,60.7956,1.1223,1078521.419,1700
62.7004,88.6507,1.7774,1.5062,0.582078325,10.0666,60.4803,1.0661,1092148.171,1699
62.8528,86.2971,1.7746,1.5047,0.540809903,10.1436,60.4497,1.1014,1093078.073,1699
63.0052,81.8437,1.7441,1.502,0.462723232,10.0899,61.3701,1.0848,1076896.219,1697
63.1576,81.3381,1.724,1.5019,0.453857956,9.8937,63.6835,1.0647,1067060.284,1699
63.31,82.3535,1.7145,1.5058,0.471662152,9.8089,64.6494,1.0288,1063740.951,1699
63.4624,84.7801,1.739,1.5107,0.514210568,9.8284,61.3425,1.0505,1081538.913,1699
63.6148,85.5503,1.7464,1.5118,0.527715385,9.8004,59.7378,1.0596,1088749.49,1698
63.7672,87.655,1.748,1.5089,0.564619552,9.8322,63.2771,1.067,1092357.643,1700
63.9196,87.1721,1.7255,1.506,0.556152302,9.8072,65.5744,1.0422,1080874.044,1699
64.072,85.8309,1.7181,1.5042,0.532635473,9.8711,58.9968,1.0147,1078804.611,1699
64.2244,87.2217,1.7184,1.5035,0.557021997,9.8331,62.6523,1.0373,1081559.448,1700
64.3768,88.9898,1.7257,1.5048,0.588024162,9.7397,64.983,1.0568,1088731.429,1701
64.5292,90.5792,1.7292,1.5046,0.615892971,9.76,63.9402,1.0696,1093522.148,1701
64.6816,89.6134,1.7309,1.501,0.59895847,9.8288,63.9258,1.0774,1097182.338,1703
64.834,90.8499,1.7248,1.497,0.620639471,9.8878,57.0688,1.0566,1095891.695,1702
64.9864,88.9637,1.7374,1.4965,0.58756652,9.9972,59.8908,0.9297,1106492.239,1702
65.1388,89.4439,1.7331,1.5013,0.595986429,9.9687,63.2497,0.877,1106342.132,1702
65.2912,86.276,1.7255,1.5064,0.540439932,9.9786,64.7716,0.9044,1104067.663,1701
65.4436,88.8216,1.71,1.506,0.585074915,9.8613,64.9517,0.935,1096703.849,1701
65.596,87.493,1.6915,1.5023,0.561779017,9.7761,62.0223,0.9327,1087365.213,1702
65.7484,89.8589,1.7019,1.5016,0.603263109,9.7671,64.7938,0.9227,1096592.579,1702
65.9008,87.498,1.6937,1.5033,0.561866688,9.6672,63.7834,0.9285,1093838.613,1702
66.0532,88.1103,1.7167,1.5037,0.57260286,9.7268,65.6141,0.897,1111256.579,1705
66.2056,88.1719,1.7298,1.5027,0.573682965,9.7605,63.0943,0.9015,1122319.979,1702
66.358,89.0638,1.7443,1.502,0.589321691,9.8039,60.9607,0.9385,1134332.942,1703
66.5104,91.1225,1.7486,1.5023,0.625419286,9.8055,63.6349,0.9605,1139740.837,1707
66.6628,93.6471,1.7368,1.5029,0.669686051,9.7952,61.1091,0.9642,1134643.52,1703
66.8152,93.8905,1.7389,1.5022,0.673953868,9.8633,61.4975,0.9716,1138612.523,1706
66.9676,92.5088,1.7388,1.5002,0.649726905,9.9366,61.2839,0.9478,1141143.976,1703
67.12,90.905,1.7498,1.4998,0.621605604,9.9681,60.8422,0.9552,1150976.445,1703
67.2724,90.9607,1.7372,1.5014,0.622582257,9.9492,60.6095,0.9544,1145283.01,1706
67.4248,92.8238,1.739,1.5021,0.655250169,9.9915,63.7092,0.9582,1149066.927,1704.0079
67.5772,95.1035,1.7389,1.5021,0.695222815,10.016,60.2133,0.9671,1151597.932,1705
67.7296,95.9621,1.7471,1.5032,0.710277654,10.0825,59.6061,0.9597,1159637.765,1705.996
67.882,95.3324,1.7413,1.5048,0.699236387,10.085,62.7173,0.9608,1158388.681,1704
68.0344,90.9845,1.7376,1.5057,0.62299957,10.0814,60.8784,0.9698,1158522.42,1706.984
68.1868,89.4994,1.7362,1.5062,0.596959575,10.0216,62.3626,0.9564,1160182.037,1703
68.3392,88.2246,1.7396,1.5077,0.574607015,9.9279,62.759,0.9308,1165052.149,1706
68.4916,88.0844,1.7421,1.5099,0.572148725,9.9027,66.1869,0.9288,1169328.32,1705
68.644,87.8666,1.7515,1.5104,0.568329783,9.9848,65.3813,0.9217,1178253.667,1706
68.7964,87.6055,1.7518,1.5089,0.563751611,10.1117,62.3837,0.914,1181071.828,1705
68.9488,91.9948,1.7565,1.507,0.640714342,10.1979,63.4532,0.9312,1186863.959,1707
69.1012,93.3662,1.7569,1.5055,0.664760702,10.2182,58.507,0.9595,1189758.203,1706
69.2536,93.9606,1.7672,1.5049,0.675183013,10.24,59.4601,0.9602,1199372.627,1708
69.406,93.2689,1.756,1.5047,0.663054628,10.1831,59.6579,0.9355,1194393.973,1706
69.5584,90.308,1.7411,1.5041,0.611137705,10.0844,62.5005,0.9101,1186859.676,1706
69.7108,89.0184,1.7333,1.5035,0.588525639,9.9223,58.7425,0.9164,1184131.35,1710
69.8632,88.0868,1.7434,1.5036,0.572190807,9.8822,61.3957,0.9252,1193635.128,1706
70.0156,91.5218,1.7486,1.5042,0.63242068,9.9461,58.2662,0.9241,1199806.926,1706
70.168,93.3409,1.7411,1.5047,0.664317088,10.0352,63.4352,0.9253,1197261.147,1708
70.3204,91.5708,1.7299,1.5055,0.633279854,10.0303,63.6421,0.9139,1192143.148,1708
70.4728,89.3318,1.7258,1.5067,0.594020848,9.9901,65.5192,0.9068,1191895.191,1710
70.6252,88.1939,1.7334,1.5069,0.574068716,10.1403,60.3061,0.9055,1199732.872,1710
70.7776,87.8874,1.7299,1.5058,0.568694493,10.2212,63.3925,0.9013,1199894.068,1709
70.93,89.5896,1.7293,1.5036,0.598541157,10.3547,64.3821,0.9508,1202060.64,1708
71.0824,87.1132,1.7146,1.5003,0.555119539,10.2646,59.3445,0.9319,1194403.254,1710
71.2348,87.8238,1.7072,1.4978,0.56757932,10.2418,60.6753,0.96,1191798.095,1713
71.3872,87.6124,1.708,1.499,0.563872597,10.1427,62.7814,0.9572,1194907.508,1709.004
71.5396,90.7243,1.7142,1.5034,0.618437179,10.2268,62.8679,0.9521,1201805.187,1712
71.692,88.0972,1.7234,1.5064,0.572373162,10.3487,64.8329,0.9677,1210829.129,1708
71.8444,89.3553,1.7322,1.5055,0.594432901,10.5244,57.354,0.9572,1219598.923,1709
71.9968,85.4895,1.7211,1.5033,0.526649308,10.4797,64.2964,0.9501,1214354.186,1712
72.1492,83.9769,1.7219,1.5023,0.500127123,10.4373,59.7563,0.9503,1217490.333,1713
72.3016,81.608,1.7142,1.5018,0.458590428,10.3416,63.8967,0.9529,1214606.147,1713
72.454,80.3383,1.717,1.5005,0.436327293,10.3057,60.3909,0.9556,1219154.476,1713
72.6064,83.6364,1.7126,1.4982,0.494156738,10.2582,63.7525,0.9372,1218588.062,1711
72.7588,84.5925,1.7127,1.497,0.510921158,10.2539,62.7174,0.9432,1221217.168,1711
72.9112,86.104,1.7045,1.4986,0.537424055,10.2323,63.2583,1.0064,1217915.976,1710
73.0636,85.4085,1.6964,1.5017,0.52522904,10.2311,65.3424,1.222,1214661.892,1711
