DEPTH,GR,RHOB,Vp,Vsh,Caliper,Porosity,Resistivity,Stress,PP
24.9272,79.2356,1.6101,1.4817,0.416992364,10.0558,69.4518,0.8167,393325.7903,1448
25.0796,78.3263,1.6004,1.4791,0.401048543,9.9394,68.6886,0.8162,393346.44,1447
25.232,74.2611,1.5844,1.4774,0.329768637,9.8766,70.5114,0.8085,391780.2918,1448
25.3844,73.3667,1.5845,1.4741,0.314086075,9.9249,67.007,0.81,394171.5016,1449.9841
25.5368,74.0495,1.5884,1.4685,0.326058406,10.0302,69.7554,0.8073,397514.0006,1448
25.6892,77.2448,1.5907,1.4679,0.382085339,10.1787,66.6764,0.8189,400465.3423,1448
25.8416,79.5114,1.5827,1.4708,0.421828288,10.3737,68.4942,0.8463,400815.1031,1449
25.994,76.1935,1.5609,1.4724,0.363651666,10.4933,69.4206,0.8633,397625.5391,1448.504
26.1464,75.675,1.5408,1.4733,0.354560199,10.6565,73.1438,0.8593,394806.4566,1448.496
26.2988,76.2008,1.5195,1.4749,0.363779666,10.7773,70.7558,0.8504,391618.0607,1449.5
26.4512,79.2424,1.4908,1.4766,0.417111596,11.1101,68.4003,0.8439,386447.7998,1449
26.6036,79.0521,1.4697,1.477,0.413774844,11.3229,67.4059,0.8273,383173.247,1449.9919
26.756,76.746,1.4432,1.4765,0.373339295,11.3588,70.0688,0.8105,378419.7402,1450
26.9084,75.9522,1.4434,1.4781,0.359420671,11.3403,74.2537,0.7921,380627.9287,1452
27.0608,76.8162,1.4422,1.4781,0.374570194,11.1935,67.812,0.7725,382465.4404,1451.504
27.2132,78.7095,1.4529,1.4729,0.407767637,11.0957,68.781,0.7783,387472.9711,1450
27.3656,81.0187,1.4552,1.4694,0.448257542,11.0364,69.0013,0.7833,390259.727,1449.496
27.518,83.7383,1.4552,1.4693,0.49594347,11.0482,78.1036,0.7787,392433.0973,1452
27.6704,86.0365,1.461,1.4699,0.536240499,11.0719,72.1475,0.7833,396179.2531,1452
27.8228,87.693,1.4762,1.4704,0.565285851,11.1073,70.796,0.7872,402505.7701,1452.9919
27.9752,89.8492,1.4864,1.4739,0.603093028,11.1836,70.5804,0.7925,407506.9053,1453
28.1276,89.9554,1.4759,1.4811,0.604955156,11.2016,68.4907,0.8005,406832.5434,1452.9919
28.28,82.93,1.4608,1.485,0.4817706,11.1254,68.8736,0.8132,404851.9552,1452
28.4324,79.148,1.4505,1.4816,0.415456371,11.029,63.7593,0.8211,404163.7228,1453.5
28.5848,76.7124,1.4586,1.4742,0.372750147,10.9869,69.3706,0.8058,408599.1349,1454
28.7372,83.625,1.4693,1.4709,0.493956848,10.9972,71.0927,0.8052,413790.966,1453
28.8896,83.7507,1.4796,1.4721,0.496160894,11.0455,69.953,0.7995,418901.5112,1454.496
29.042,85.6485,1.4843,1.4737,0.529437241,11.0646,65.3764,0.7947,422448.9979,1455
29.1944,84.2767,1.4893,1.4751,0.505383867,11.0479,68.4794,0.7951,426096.3552,1454
29.3468,85.3255,1.5022,1.4772,0.523773704,11.0358,69.8662,0.7956,432030.677,1453.5079
29.4992,86.5928,1.5076,1.4803,0.545994757,11.0271,65.8934,0.7852,435835.3404,1454
29.6516,86.0189,1.5084,1.4817,0.535931897,11.0654,68.5929,0.7717,438319.4397,1456
29.804,85.9075,1.5113,1.4812,0.533978591,11.0848,64.4801,0.7793,441419.295,1455
29.9564,84.1765,1.5159,1.4806,0.503626943,11.149,66.3528,0.7782,445026.8862,1456.0081
30.1088,82.9099,1.5249,1.4805,0.481418164,11.2236,66.9576,0.7778,449946.5094,1456
30.2612,82.7544,1.5193,1.4805,0.4786916,11.2343,72.4387,0.8064,450563.2434,1456.496
30.4136,80.3045,1.5154,1.4807,0.435734638,11.2287,68.0872,0.7944,451669.9405,1456
30.566,82.8132,1.5033,1.4805,0.479722609,11.2475,62.2465,0.7928,450308.7044,1456
30.7184,82.3406,1.5017,1.4803,0.471435961,11.2626,64.7218,0.7957,452072.2485,1456
30.8708,83.9781,1.5017,1.4809,0.500148164,11.2421,65.9958,0.7947,454315.0675,1456
31.0232,83.8775,1.5086,1.4821,0.498384226,11.1544,66.3749,0.7913,458655.6753,1456
31.1756,81.7317,1.5179,1.4833,0.460759405,11.1008,67.1601,0.788,463750.1438,1457
31.328,79.963,1.5333,1.4839,0.429746719,11.0625,65.0601,0.7876,470745.1795,1457
31.4804,78.4367,1.5391,1.4833,0.402984316,11.0944,57.8653,0.7997,474824.5397,1455.5079
31.6328,79.3925,1.5474,1.4817,0.419743475,11.0476,65.3519,0.8054,479696.2283,1458
31.7852,78.9266,1.54,1.4803,0.411574305,11.0461,61.5629,0.8071,479702.2384,1457
31.9376,78.0413,1.5483,1.4799,0.396051305,11.0182,64.9779,0.7881,484600.0636,1458
32.09,78.8728,1.5481,1.4807,0.410630967,11.0493,66.8783,0.7881,486849.5842,1458
32.2424,83.0526,1.5591,1.4826,0.48392029,11.076,61.3412,0.787,492637.4332,1459.0081
32.3948,83.0128,1.5592,1.485,0.48322243,11.1096,60.5043,0.7816,494997.7272,1460
32.5472,84.1814,1.5459,1.4849,0.50371286,11.1053,64.1339,0.7658,493084.2215,1459.504
32.6996,83.6228,1.5223,1.4826,0.493918273,11.1925,66.9073,0.763,487830.2906,1461
32.852,86.1213,1.5185,1.482,0.537727396,11.2114,64.541,0.7802,488880.4676,1461
33.0044,87.4563,1.5148,1.4832,0.561135513,11.2553,66.4239,0.8035,489951.6382,1460
33.1568,88.0857,1.5227,1.4841,0.572171519,11.2155,66.6148,0.8142,494781.0217,1460
33.3092,85.8074,1.5332,1.4842,0.53222342,11.1864,62.6402,0.8103,500482.7213,1462.5
33.4616,84.8047,1.557,1.4841,0.514641908,11.0929,64.6645,0.7998,510577.1698,1461
33.614,84.5113,1.581,1.4843,0.509497383,11.031,66.2859,0.7938,520808.5932,1462
33.7664,88.8618,1.5953,1.4852,0.585779788,10.9427,62.6658,0.7781,527901.8716,1463
33.9188,88.4845,1.6073,1.4867,0.579164146,10.8663,66.2677,0.7675,534273.335,1462.5
34.0712,87.0664,1.6234,1.4884,0.55429894,10.7945,66.7212,0.7651,542049.6236,1463
34.2236,85.7533,1.6277,1.4892,0.531274822,10.8057,66.3627,0.7582,545916.3865,1462.496
34.376,85.8159,1.6174,1.4891,0.532372461,10.8179,64.5869,0.7528,544877.4755,1463
34.5284,87.1205,1.6053,1.4891,0.555247539,10.8529,65.9389,0.7535,543198.7171,1464
34.6808,84.6904,1.6003,1.4896,0.512637753,10.7874,66.2319,0.7648,543896.9056,1464
34.8332,83.5809,1.6098,1.4895,0.493183592,10.7816,62.4586,0.7621,549529.9565,1463
34.9856,80.5857,1.6141,1.4888,0.440665246,10.7504,66.8551,0.7744,553408.5182,1464.9919
35.138,78.6312,1.6039,1.4883,0.406394712,10.7556,63.5592,0.8066,552306.8144,1463
35.2904,77.7112,1.5909,1.4876,0.390263276,10.7441,68.4888,0.8383,550206.2741,1465
35.4428,77.7456,1.5924,1.4874,0.390866451,10.7389,62.4176,0.8359,553103.3243,1466
35.5952,80.897,1.6028,1.4874,0.446123633,10.706,65.652,0.8014,559109.4683,1464.496
35.7476,81.5659,1.6141,1.4854,0.45785224,10.7022,59.5244,0.7839,565461.9714,1464
35.9,83.0382,1.6137,1.4824,0.483667798,10.6459,68.0046,0.7775,567731.934,1467
36.0524,83.0118,1.6108,1.481,0.483204896,10.659,65.3558,0.7772,569117.418,1466
36.2048,83.0178,1.6088,1.4815,0.483310101,10.6104,65.4615,0.8216,570813.566,1465.9919
36.3572,80.9727,1.6064,1.4844,0.44745097,10.5881,65.7753,0.8348,572361.2196,1466
36.5096,80.4405,1.6106,1.4891,0.438119285,10.5153,68.0176,0.804,576263.1452,1467
36.662,79.4827,1.602,1.4919,0.421325057,10.455,67.7872,0.7752,575578.7352,1466.488
36.8144,81.0488,1.5957,1.4919,0.44878532,10.3766,69.4827,0.7883,575698.4332,1467
36.9668,83.3469,1.5789,1.4916,0.489080596,10.3458,70.7466,0.8105,571995.4291,1466.488
37.1192,85.7495,1.5909,1.4919,0.531208192,10.3279,71.3533,0.8251,578718.7657,1466
37.2716,85.8876,1.6131,1.4925,0.533629661,10.3537,69.9546,0.8047,589203.616,1468
37.424,86.467,1.6411,1.4931,0.543788959,10.4249,66.8963,0.7875,601881.9587,1468.504
37.5764,87.4867,1.6552,1.4935,0.561668552,10.4863,64.5519,0.7777,609525.2813,1468
37.7288,87.1836,1.6491,1.4937,0.556353945,10.5157,64.3509,0.7742,609741.928,1467
37.8812,85.4669,1.6489,1.4939,0.526253036,10.614,65.9162,0.7886,612130.6447,1469
38.0336,86.0722,1.6481,1.494,0.536866469,10.7043,69.5318,0.793,614295.1264,1467.9919
38.186,91.276,1.6516,1.4943,0.628110781,10.7249,64.4434,0.7895,618066.3765,1469
38.3384,94.2572,1.6476,1.494,0.680383648,10.6208,64.1418,0.7798,619030.2088,1470.504
38.4908,94.1468,1.6478,1.4935,0.678447875,10.5654,66.2263,0.7665,621566.3744,1468.0159
38.6432,92.8316,1.6495,1.4939,0.655386935,10.5386,66.2083,0.7618,624671.1923,1471
38.7956,93.3035,1.6485,1.4947,0.66366131,10.5364,65.2077,0.7758,626754.5567,1468.9919
38.948,91.4894,1.6419,1.4955,0.631852573,10.5392,64.5534,0.7995,626697.4678,1470.496
39.1004,87.3682,1.6428,1.4967,0.559590752,10.621,63.7318,0.8003,629494.5438,1470
39.2528,86.2476,1.6561,1.4975,0.539941962,10.7957,65.8746,0.7981,637064.3084,1469.504
39.4052,87.7196,1.6626,1.4966,0.56575226,10.8541,64.194,0.7979,642047.8381,1470
39.5576,92.734,1.6487,1.495,0.6536756,10.7084,65.0253,0.8045,639142.4282,1469.504
39.71,95.2951,1.6473,1.4937,0.698582362,10.5705,72.7311,0.8062,641059.9734,1472
39.8624,96.3352,1.6486,1.493,0.716819652,10.4773,63.6356,0.8033,644028.0959,1471.504
40.0148,95.7581,1.6657,1.4927,0.706700683,10.5793,61.3652,0.8004,653195.9931,1471
40.1672,90.9207,1.6545,1.4921,0.62188089,10.6031,63.4957,0.8072,651274.9975,1471
40.3196,89.7831,1.6402,1.4917,0.601934019,10.6564,60.2214,0.8281,648095.6376,1472
40.472,90.0784,1.634,1.4917,0.607111859,10.6883,64.5919,0.8769,648086.2304,1472
40.6244,92.9904,1.6313,1.4918,0.658171361,10.691,62.8373,0.9216,649451.7205,1471
40.7768,92.8734,1.6318,1.4915,0.656119864,10.6767,63.9305,0.9313,652087.906,1472
40.9292,88.0538,1.631,1.4905,0.571612179,10.636,62.6542,0.9274,654204.147,1471
41.0816,85.1332,1.6377,1.4895,0.520401883,10.5677,72.637,0.9224,659337.4959,1470
41.234,85.1804,1.6522,1.4888,0.521229496,10.4733,64.6221,0.9061,667642.785,1472
41.3864,87.5342,1.6566,1.4886,0.562501425,10.3938,71.2145,0.8961,671894.9604,1472.496
41.5388,87.3247,1.6609,1.4885,0.558828016,10.3368,63.9984,0.896,676119.5706,1472
41.6912,87.9444,1.6611,1.4886,0.569693941,10.3007,68.7938,0.8978,678681.8727,1475
41.8436,87.5082,1.6601,1.4867,0.562045536,10.3279,68.2654,0.8987,680752.6915,1473
41.996,88.121,1.6555,1.4847,0.572790475,10.4188,71.3404,0.899,681338.9044,1475
42.1484,84.8764,1.6481,1.4863,0.515899108,10.4753,67.7042,0.8979,680754.8248,1473.5079
42.3008,83.924,1.6427,1.4884,0.499199565,10.4396,63.1849,0.8925,680977.7368,1475
42.4532,83.4888,1.6453,1.4889,0.491568694,10.7293,66.2318,0.8816,684512.8496,1474
42.6056,83.1199,1.6432,1.4885,0.485100339,10.6365,65.3819,0.8717,686093.3148,1472.504
42.758,82.0486,1.6511,1.4876,0.466315983,10.6094,69.8577,0.8697,691857.7912,1475.5
42.9104,80.7088,1.6523,1.487,0.442823703,10.2253,69.6516,0.8832,694828.3684,1476
43.0628,81.1576,1.6555,1.4865,0.450693038,10.2817,68.5589,0.9074,698646.5609,1476
43.2152,81.3732,1.646,1.4856,0.454473405,10.3179,68.4065,0.9233,697095.7482,1476.504
43.3676,82.8863,1.6283,1.485,0.481004357,10.3194,67.0005,0.9241,692031.5382,1481.9683
43.52,85.2171,1.6164,1.4848,0.521873,10.2937,68.0237,0.9229,689388.1344,1476.0159
43.6724,88.0684,1.6076,1.4852,0.571868178,10.249,68.8308,0.9217,688035.9524,1478
43.8248,86.8785,1.6101,1.4861,0.55100427,10.1991,75.9975,0.9275,691510.6427,1478
43.9772,88.3576,1.6232,1.4872,0.57693906,10.1338,71.855,0.9013,699561.1522,1478
44.1296,87.9402,1.6465,1.4884,0.569620298,10.1053,65.0317,0.8914,712061.9867,1480
44.282,89.0004,1.6744,1.4896,0.588210024,10.2033,61.8685,0.8981,726628.6518,1482
44.4344,86.7301,1.6885,1.4906,0.548402199,10.302,63.0824,0.9115,735269.3471,1479
44.5868,85.6512,1.6923,1.4909,0.529484583,10.3683,62.9364,0.9082,739451.5681,1482
44.7392,85.707,1.6936,1.49,0.53046299,10.3976,66.2497,0.8975,742549.0294,1482
44.8916,86.3284,1.6856,1.4885,0.541358723,10.3719,66.8702,0.9005,741558.9534,1482.496
45.044,88.255,1.6855,1.4876,0.575140054,10.4247,61.857,0.8839,744032.2876,1480
45.1964,91.2601,1.6814,1.4886,0.627831988,10.424,61.7835,0.866,744733.6242,1481
45.3488,90.7738,1.6823,1.4906,0.619305121,10.3802,67.6909,0.8484,747644.8052,1483
45.5012,88.3286,1.6903,1.492,0.576430569,10.3005,64.6392,0.8387,753724.6479,1482
45.6536,86.3648,1.7138,1.4923,0.541996967,10.3273,65.7829,0.8489,766763.1689,1480.5
45.806,86.4171,1.7352,1.4922,0.542914004,10.4903,67.9016,0.8474,778929.1978,1482
45.9584,87.8557,1.7357,1.4921,0.56813866,10.5178,61.4974,0.8388,781745.9498,1484
46.1108,85.8521,1.7083,1.4915,0.533007198,10.371,63.6366,0.8311,771956.5805,1480
46.2632,88.2131,1.7006,1.4899,0.574405372,10.246,61.4577,0.8242,771016.9396,1483.504
46.4156,89.6966,1.6955,1.4877,0.600417313,10.2499,63.2539,0.8181,771236.968,1483
46.568,92.1786,1.6987,1.4861,0.643937122,10.3294,66.0941,0.8155,775229.6037,1483
46.7204,89.8643,1.6761,1.4853,0.603357794,10.3519,64.8229,0.8158,767419.0119,1484
46.8728,89.3795,1.664,1.4844,0.594857228,10.4128,66.4008,0.8159,764364.1242,1482
47.0252,86.3351,1.6439,1.4834,0.541476202,10.3559,67.0224,0.8273,757586.3175,1482.9919
47.1776,87.3763,1.6257,1.4826,0.559732779,10.2417,62.8772,0.8292,751626.9183,1482
47.33,87.3684,1.6137,1.482,0.559594259,10.1882,63.365,0.826,748488.9258,1482
47.4824,89.0703,1.6088,1.4818,0.589435663,10.1595,70.0361,0.8279,748618.9142,1484
47.6348,80.2746,1.6169,1.4825,0.435210366,10.2163,75.2035,0.84,754802.9396,1485
47.7872,79.4309,1.6221,1.4841,0.420416787,10.1125,67.1303,0.8257,759653.0478,1483.496
47.9396,79.1765,1.6357,1.4858,0.415956094,10.1634,70.2484,0.819,768465.0765,1483.5
48.092,86.934,1.6647,1.487,0.551977416,10.2497,70.1573,0.8209,784575.7735,1485
48.2444,87.5656,1.6912,1.4875,0.563051998,10.5158,63.9971,0.8166,799591.1069,1483
48.3968,86.3689,1.7053,1.4877,0.542068857,10.6133,58.9545,0.8096,808804.4178,1483.512
48.5492,88.8652,1.6956,1.4876,0.585839405,10.6403,64.2832,0.8145,806736.2305,1483
48.7016,87.0828,1.6806,1.4876,0.5545865,10.5508,62.4328,0.8219,802109.5078,1485
48.854,86.2526,1.672,1.4883,0.540029633,10.4767,69.5352,0.8156,800502.1024,1484.496
49.0064,81.9744,1.6701,1.4894,0.465014948,10.3665,63.8585,0.8097,802086.7687,1485
49.1588,84.0862,1.663,1.4907,0.502043607,10.2901,69.777,0.8065,801160.6271,1484.496
49.3112,87.8992,1.6619,1.4923,0.568901397,10.3497,66.1485,0.8073,803112.7761,1484.9919
49.4636,93.1423,1.6689,1.494,0.660834802,10.553,62.9982,0.8124,808988.06,1484
49.616,93.845,1.6975,1.4958,0.673156063,10.6548,63.3828,0.8178,825386.968,1485.496
49.7684,91.4647,1.7206,1.4978,0.631419479,10.6721,63.8756,0.8147,839188.7886,1484
49.9208,87.5437,1.7301,1.5001,0.562667999,10.4489,62.081,0.8126,846406.1656,1485
50.0732,85.9668,1.7416,1.5024,0.535018367,10.3754,60.338,0.8131,854633.3542,1486.9919
50.2256,87.8847,1.744,1.5045,0.568647151,10.2776,59.7941,0.8134,858415.7747,1487.488
50.378,93.8187,1.7519,1.5051,0.672694914,10.3082,61.9832,0.812,864920.7384,1486
50.5304,93.9575,1.7515,1.504,0.675128657,10.4061,61.3739,0.8128,867339.1569,1487.488
50.6828,93.3776,1.7393,1.5029,0.664960592,10.3367,61.1554,0.8098,863895.4216,1487
50.8352,89.1022,1.734,1.503,0.589995003,10.3983,61.7382,0.7782,863852.7206,1486.496
50.9876,89.1038,1.7165,1.5037,0.590023057,10.3267,66.0623,0.7752,857698.1109,1486.0159
51.14,86.0428,1.7118,1.5037,0.536350964,10.342,62.8413,0.785,857906.2296,1489
51.2924,83.3294,1.7015,1.503,0.488773748,10.27,59.5031,0.8014,855285.3823,1486.5
51.4448,81.2334,1.6955,1.5018,0.452022128,10.1326,66.9034,0.7999,854801.6523,1488.9919
51.5972,82.3039,1.6948,1.5008,0.470792457,10.1294,66.2194,0.7883,856979.9587,1488
51.7496,83.1472,1.7007,1.5003,0.485579022,10.1558,66.032,0.7868,862503.3383,1489
51.902,82.1763,1.6991,1.5003,0.468555097,10.231,62.0573,0.7863,864229.5444,1490
52.0544,82.5361,1.6913,1.5005,0.474863891,10.1663,63.0032,0.7636,862788.1459,1489
52.2068,81.3388,1.6854,1.5007,0.45387023,10.1137,63.5331,0.7502,862295.5391,1492
52.3592,85.3083,1.7003,1.5009,0.523472116,10.0661,66.0696,0.7567,872458.208,1491
52.5116,87.6364,1.7205,1.5014,0.564293417,10.1442,65.0892,0.7849,885392.8364,1489
52.664,91.4092,1.7443,1.5025,0.630446332,10.3097,64.8465,0.7895,900245.789,1491
52.8164,90.5116,1.7566,1.5042,0.614707662,10.3807,61.5097,0.7761,909217.4248,1491.496
52.9688,92.7505,1.7626,1.506,0.653964914,10.3608,62.1712,0.7709,914955.5074,1492
53.1212,93.2135,1.7725,1.5074,0.662083235,10.2418,62.4907,0.7733,922741.8046,1491
53.2736,93.5437,1.7603,1.5083,0.667873018,10.1444,63.1637,0.7732,919019.6772,1491
53.426,89.5751,1.7498,1.5084,0.598286912,10.1585,59.7869,0.7764,916151.185,1491
53.5784,88.3371,1.7278,1.5083,0.57657961,10.1234,67.3473,0.7719,907213.0433,1493.496
53.7308,89.2047,1.723,1.5082,0.591792255,10.0992,64.688,0.7722,907266.0503,1494
53.8832,90.3723,1.7198,1.5082,0.612265152,10.0034,63.4567,0.7694,908149.6081,1493
54.0356,89.8211,1.7217,1.5091,0.602600317,9.9095,68.0179,0.7617,911724.3067,1494
54.188,88.915,1.7263,1.5109,0.586712606,9.8978,59.134,0.7578,916738.4951,1492
54.3404,86.6549,1.7431,1.5131,0.547083629,9.9407,62.8156,0.7698,928263.3622,1492.496
54.4928,84.4454,1.7467,1.5147,0.508341881,9.9456,64.3173,0.7613,932789.2228,1493
54.6452,80.8356,1.7571,1.5151,0.445047035,9.9955,61.2632,0.7362,940967.393,1493.5
54.7976,81.6119,1.7448,1.5144,0.458658811,9.9879,61.9934,0.7217,936986.3543,1496
54.95,84.6881,1.7442,1.5122,0.512597424,10.1059,64.8505,0.7306,939269.142,1496.9841
55.1024,88.2418,1.7348,1.5088,0.574908603,10.2898,63.0086,0.7546,936798.1065,1496
55.2548,88.3202,1.7153,1.5054,0.576283282,10.3739,67.0164,0.7707,928829.8727,1496
55.4072,83.7143,1.6962,1.5036,0.49552265,10.3136,65.1857,0.7514,921020.5879,1495.0081
55.5596,84.6578,1.6842,1.5036,0.512066139,10.0526,62.8926,0.757,917020.0875,1496
55.712,83.9082,1.6964,1.5044,0.498922525,9.8837,61.6641,0.7672,926196.4006,1496.5
55.8644,86.185,1.7102,1.5055,0.538844323,9.8484,63.6838,0.7689,936285.1094,1494
56.0168,82.6672,1.7241,1.5065,0.477162621,9.9092,62.9514,0.7718,946469.9358,1496
56.1692,82.825,1.7233,1.5073,0.479929513,9.9451,63.0874,0.7782,948604.5471,1495.016
56.3216,84.2777,1.7333,1.5077,0.505401401,10.0677,61.7755,0.7446,956697.8469,1496
56.474,84.8877,1.7244,1.508,0.516097245,10.0343,64.9515,0.725,954360.9029,1497
56.6264,85.468,1.731,1.5088,0.526272323,10.0483,68.4321,0.7216,960598.9243,1496
56.7788,84.0864,1.7287,1.5102,0.502047114,10.0327,65.1748,0.7159,961904.4133,1498
56.9312,83.4403,1.7388,1.5118,0.490718287,10.1161,60.6687,0.7035,970121.3115,1498
57.0836,81.4768,1.7406,1.5133,0.456289945,10.1854,63.621,0.7075,973725.1988,1498
57.236,80.6123,1.7492,1.515,0.441131655,10.2558,66.2979,0.6877,981148.6698,1498
57.3884,79.9143,1.7488,1.5175,0.428892805,10.3573,62.8182,0.7151,983536.1724,1497
57.5408,79.0638,1.7524,1.5212,0.413979994,10.3405,60.4283,0.7244,988178.0796,1497.5
57.6932,79.3142,1.751,1.525,0.41837055,10.3335,60.3591,0.7172,990003.7734,1497
57.8456,79.8027,1.7536,1.5271,0.426935992,10.3238,60.1039,0.6937,994092.8328,1497
57.998,83.9252,1.7542,1.5276,0.499220606,10.3981,61.5926,0.6946,997052.8977,1498.0081
58.1504,85.1312,1.7484,1.5275,0.520366815,10.4016,64.1054,0.6988,996367.5617,1499
58.3028,86.8032,1.7429,1.5275,0.549683947,10.2998,63.6866,0.6882,995836.3112,1500
58.4552,86.1891,1.7457,1.5268,0.538916213,10.308,59.6957,0.6802,1000043.378,1502
58.6076,88.9319,1.7376,1.5246,0.587008934,10.1999,60.369,0.6912,997998.3444,1501
58.76,93.9009,1.7402,1.5226,0.674136223,10.256,59.4906,0.7064,1002090.69,1500
58.9124,97.2928,1.7395,1.5215,0.733610373,10.287,62.3836,0.7126,1004285.574,1502
59.0648,97.1276,1.7492,1.5202,0.730713728,10.4804,66.7868,0.7169,1012498.252,1500.9919
59.2172,94.9833,1.7491,1.5178,0.693115208,10.568,58.2163,0.7317,1015052.684,1502
59.3696,93.3516,1.732,1.5145,0.664504704,10.5126,66.1608,0.73,1007715.843,1501
59.522,93.1067,1.7162,1.5119,0.660210585,10.345,62.1309,0.7275,1001086.233,1501
59.6744,92.2087,1.7042,1.5107,0.644464901,10.1073,64.5136,0.7283,996631.7023,1501
59.8268,89.8614,1.7191,1.5102,0.603306944,10.1385,62.8047,0.7231,1007912.868,1501
59.9792,87.557,1.7287,1.5091,0.562901204,10.1549,60.1134,0.7092,1016123.222,1502
60.1316,86.063,1.7401,1.5081,0.536705154,10.2735,59.3922,0.7181,1025422.972,1502
60.284,87.5543,1.7419,1.5095,0.562853861,10.1914,59.803,0.7288,1029085.256,1502.5
60.4364,86.9665,1.7481,1.5129,0.552547277,10.2178,60.3662,0.7365,1035358.934,1504
60.5888,86.6429,1.7417,1.515,0.546873219,10.1128,66.9651,0.7324,1034169.627,1503
60.7412,85.218,1.7352,1.515,0.521888781,10.1345,64.3962,0.7301,1032901.676,1502
60.8936,84.9343,1.7497,1.5147,0.516914337,10.2391,62.3996,0.7321,1044146.213,1502.5079
61.046,84.7271,1.7548,1.5153,0.513281257,10.3143,62.9318,0.7382,1049810.504,1505.504
61.1984,85.1761,1.7641,1.5166,0.521154099,10.386,62.7741,0.7427,1058008.955,1502
61.3508,86.6747,1.7455,1.5162,0.547430806,10.3674,63.7657,0.7428,1049460.65,1505.9919
